timestamp,BTC_HIGH,BTC_LOW,BTC_CLOSE,BTC_VOLUME,BCH_HIGH,BCH_LOW,BCH_CLOSE,BCH_VOLUME,ETH_HIGH,ETH_LOW,ETH_CLOSE,ETH_VOLUME,LTC_HIGH,LTC_LOW,LTC_CLOSE,LTC_VOLUME,S&P_500_CLOSE,DJIA_CLOSE,NASDAQ_CLOSE,ENERGY_CLOSE,FINANCIAL_CLOSE,RETAIL_CLOSE,TECH_CLOSE
2015-01-17,211.87746828,195.36080531,199.61735349,111616.11347095,,,,,,,,,1.40120635,1.24606586,1.29220005,896678.90589028,,,,,,,
2015-01-18,219.36358421,194.86385998,210.75472239,133502.10694895,,,,,,,,,1.36979209,1.22469034,1.32368304,949566.64781993,,,,,,,
2015-01-19,217.53677907,207.57344879,215.20544549,80815.99329905,,,,,,,,,1.35765457,1.29575055,1.33587685,367081.63642583,,,,,,,
2015-01-20,215.56794297,205.99346601,211.71795568,107560.95418752,,,,,,,,,1.34085617,1.29216506,1.32175324,619593.13140219,2022.55,17515.2305,4654.8501,68.5302,17.9199,44.1053,38.5403
2015-01-21,227.99124532,211.88845525,227.03025264,125023.69694602,,,,,,,,,1.3732323,1.31216338,1.36758725,541366.39246667,2032.12,17554.2793,4667.4199,69.9223,17.9659,44.3922,38.6065
2015-01-22,237.27714646,226.32259243,233.26429808,134129.68513189,,,,,,,,,1.45024616,1.36965219,1.40743042,876452.16886117,2063.1499,17813.9805,4750.3999,70.2498,18.4103,45.2196,39.2407
2015-01-23,235.11334137,225.5281338,233.30917121,100826.07905721,,,,,,,,,1.43186108,1.36947725,1.42186848,685559.12415417,2051.8201,17672.5996,4757.8799,69.7494,18.2111,45.516,39.2312
2015-01-24,248.36717424,230.57832289,248.16714939,95031.90272466,,,,,,,,,1.88702673,1.41122832,1.83856612,1777963.20736204,,,,,,,
2015-01-25,255.11477875,244.1481734,253.83932883,125799.60152462,,,,,,,,,2.35660849,1.82844791,2.23693974,2778590.19736224,,,,,,,
2015-01-26,308.95379342,254.4353503,274.29682302,368300.46205317,,,,,,,,,2.38200448,1.97875035,2.07425586,2970213.52849924,2057.0901,17678.6992,4771.7598,70.7503,18.303,45.8986,39.0703
2015-01-27,275.74241846,250.59310357,264.03273669,162312.12915418,,,,,,,,,2.14323561,1.86023746,2.07699131,1613665.90669268,2029.55,17387.2109,4681.5,70.7048,18.1038,45.7504,37.944
2015-01-28,267.15172845,227.47597568,234.14057787,187339.13778769,,,,,,,,,2.1262906,1.80089787,1.8630746,1279993.21327946,2002.16,17191.3691,4637.9902,67.9206,17.7744,45.0139,37.8777
2015-01-29,238.80235804,221.60515928,233.89381405,137433.84873063,,,,,,,,,1.94821865,1.83203604,1.8984639,674337.78184224,2021.25,17416.8496,4683.4102,68.1481,17.9199,45.3678,38.2374
2015-01-30,242.92081369,226.4524549,226.4524549,118267.3587444,,,,,,,,,1.97184294,1.88117784,1.88662959,748246.02260455,1994.99,17164.9492,4635.2402,68.7395,17.6288,44.4257,37.7642
2015-01-31,234.06708741,217.37104602,218.03596138,107674.61947346,,,,,,,,,1.93616622,1.85572066,1.8638175,390104.01242534,,,,,,,
2015-02-01,232.49506362,212.28768226,227.15057753,127883.14359485,,,,,,,,,1.87633018,1.67180781,1.79636843,1066504.50195521,,,,,,,
2015-02-02,242.35075048,222.73488947,238.31924075,119028.01561607,,,,,,,,,1.8931014,1.73573555,1.87321966,837188.51146571,2020.85,17361.0391,4676.6899,70.8412,17.9123,44.6648,38.1522
2015-02-03,246.94288681,225.11627655,227.6956614,170035.85177983,,,,,,,,,1.93870852,1.80178045,1.8222997,1102393.37156318,2050.03,17666.4004,4727.7402,72.7792,18.2111,45.516,38.5876
2015-02-04,230.52141006,221.60377651,227.21852575,116045.00775996,,,,,,,,,1.84092662,1.75495955,1.79333255,1915538.63585646,2041.51,17673.0195,4716.7002,71.5782,18.1651,45.6069,38.6633
2015-02-05,232.93997564,216.33829445,217.51799762,99991.94450286,,,,,,,,,1.81008162,1.72922536,1.74113514,2409025.03641881,2062.52,17884.8809,4765.1001,72.6064,18.349,45.913,39.023
2015-02-06,225.58419678,216.70153337,222.9563196,103736.19262647,,,,,,,,,1.80721319,1.73972748,1.78570198,962831.81564432,2055.47,17824.2891,4744.3999,72.6246,18.4945,45.8843,38.8999
2015-02-07,230.96967973,223.19320369,228.24320916,93321.53359192,,,,,,,,,1.82243398,1.77748301,1.81115766,524348.6833885,,,,,,,
2015-02-08,230.51108247,221.61034455,223.77539461,74481.91014956,,,,,,,,,1.81454676,1.75662423,1.78313081,349251.4691064,,,,,,,
2015-02-09,224.30195267,217.83941111,220.69751591,121696.73987781,,,,,,,,,1.78699845,1.71188146,1.73639431,602369.13750155,2046.74,17729.2109,4726.0098,72.6973,18.4026,45.693,38.8431
2015-02-10,222.57095686,216.10654677,220.74360013,92844.96655408,,,,,,,,,1.78702991,1.68868584,1.76550098,839144.82731921,2068.5901,17868.7598,4787.6401,72.6609,18.5482,46.109,39.4205
2015-02-11,224.00583965,218.99102073,220.48339338,80693.04147333,,,,,,,,,1.79058862,1.71601349,1.72600402,571603.53747493,2068.53,17862.1406,4801.1802,72.1514,18.5482,46.1664,39.5719
2015-02-12,223.04740419,218.72333952,222.71786243,69505.93134843,,,,,,,,,1.76500072,1.71233309,1.74611239,518737.8092685,2088.48,17972.3809,4857.6099,73.0977,18.732,46.5968,40.1114
2015-02-13,240.90694214,222.1019666,235.81285247,183160.00684814,,,,,,,,,1.86037426,1.74378448,1.82663904,1067855.2349501,2096.99,18019.3496,4893.8398,74.6444,18.7167,46.8742,40.367
2015-02-14,260.29249233,236.07019032,257.9081775,198294.99214833,,,,,,,,,1.96478526,1.81937004,1.95022156,1312978.66256331,,,,,,,
2015-02-15,266.4195099,229.09713259,234.71294534,243044.88442609,,,,,,,,,2.03612311,1.80245358,1.83394234,1709382.31630009,,,,,,,
2015-02-16,239.97013521,229.75279938,234.39411297,123345.92640732,,,,,,,,,1.84697599,1.78888152,1.7961717,850259.24032973,,,,,,,
2015-02-17,246.05649042,232.90413487,244.16867351,124471.14641913,,,,,,,,,1.88395875,1.79066917,1.85155445,893950.63229852,2100.3401,18047.5801,4899.27,74.8719,18.778,46.8311,40.3859
2015-02-18,245.00850353,232.92954271,237.03295345,115349.33224562,,,,,,,,,1.86262275,1.80004155,1.81633883,726866.71167352,2099.6799,18029.8496,4906.3599,73.9802,18.6631,46.8072,40.4237
2015-02-19,244.1458067,236.3359623,241.33861809,81373.81187301,,,,,,,,,1.85333356,1.81755339,1.83438623,532902.40990707,2097.45,17985.7695,4924.7002,73.6345,18.5865,46.8216,40.5657
2015-02-20,247.68111338,240.40949857,244.66559198,102500.84727445,,,,,,,,,1.86422335,1.8290018,1.84451342,676913.43603629,2110.3,18140.4395,4955.9702,73.2796,18.7244,47.0894,40.7739
2015-02-21,247.16412081,244.34039102,245.43145882,54267.7494807,,,,,,,,,1.86667028,1.83452618,1.84634721,444547.47103267,,,,,,,
2015-02-22,247.29231753,234.85306592,236.50974493,82947.18414638,,,,,,,,,1.86763063,1.78122323,1.80162303,649511.94140181,,,,,,,
2015-02-23,240.8112815,232.65318167,239.74766709,74498.13119003,,,,,,,,,1.82356351,1.77864665,1.81712207,568082.86730959,2109.6599,18116.8398,4960.9702,72.9794,18.6784,47.0846,40.8023
2015-02-24,241.2223327,237.52836632,239.83367982,64698.63566128,,,,,,,,,1.84078953,1.80579456,1.82629317,445441.78578647,2115.48,18209.1895,4968.1201,73.1796,18.7703,47.0033,40.9254
2015-02-25,240.55244121,236.89318192,238.61746234,52307.61128431,,,,,,,,,1.83130114,1.79146388,1.80455445,369520.86515358,2113.8601,18224.5703,4967.1401,73.5799,18.7703,47.1133,40.6698
2015-02-26,238.83904276,235.49619743,237.53607606,61344.38027685,,,,,,,,,1.81353184,1.79305049,1.80063551,436552.41272131,2110.74,18214.4199,4987.8901,72.2151,18.7244,47.0702,40.9254
2015-02-27,257.04448146,237.49112062,253.65422036,184002.5771125,,,,,,,,,1.88337768,1.79863903,1.84168978,1080607.58271574,2104.5,18132.6992,4963.5298,71.8967,18.6554,47.1993,40.7834
2015-02-28,255.91309649,250.346496,255.49919867,56076.72203747,,,,,,,,,1.84979909,1.81708006,1.8467379,453007.20187811,,,,,,,
2015-03-01,261.57274095,247.244927,260.6957527,97976.60735957,,,,,,,,,1.91238758,1.80585006,1.88961358,728330.44191044,,,,,,,
2015-03-02,277.59417929,258.72532834,275.91047277,152439.97676161,,,,,,,,,1.95143348,1.86068215,1.94235789,1021716.80883354,2117.3899,18288.6309,5008.1001,71.3962,18.7933,47.4098,41.1052
2015-03-03,287.42530439,268.17282806,282.13959096,182025.79700214,,,,,,,,,1.97363434,1.90584371,1.95497152,1228791.63409003,2107.78,18203.3691,4979.8999,71.6601,18.7397,47.1515,40.8307
2015-03-04,284.43707465,268.69165779,273.48706119,150878.63919223,,,,,,,,,1.97528339,1.91607003,1.92960751,1052864.88296648,2098.53,18096.9004,4967.1401,71.56,18.6248,46.9841,40.6698
2015-03-05,281.6787771,264.96806376,276.48087545,145748.5270895,,,,,,,,,1.94458998,1.86355602,1.91894168,904990.41132343,2101.04,18135.7207,4982.8101,71.1324,18.7014,47.0415,40.6225
2015-03-06,278.20385303,270.51791218,273.24371047,107195.41254355,,,,,,,,,1.93011332,1.88173637,1.89969458,831570.51239407,2071.26,17856.7793,4927.3701,69.8586,18.5635,46.7259,40.1209
2015-03-07,279.01649775,270.75354915,276.81840608,64378.4927403,,,,,,,,,1.91862172,1.88417053,1.91621216,545748.38564923,,,,,,,
2015-03-08,278.62674054,273.2257213,275.53397288,55471.09346999,,,,,,,,,1.92382788,1.87406014,1.8929872,530428.62152782,,,,,,,
2015-03-09,293.26842884,275.15224414,290.22768858,167458.29868522,,,,,,,,,1.95086997,1.88723955,1.95086997,1009374.6227039,2079.4299,17995.7207,4942.4399,69.3582,18.6478,46.9459,40.3102
2015-03-10,300.74621893,290.25094942,292.13954224,183335.99369899,,,,,,,,,2.08577354,1.93826997,2.01188608,1383091.91175664,2044.16,17662.9395,4859.79,68.3937,18.2494,46.5203,39.4867
2015-03-11,298.15182029,291.02147368,297.11684199,84409.19121859,,,,,,,,,2.03760365,1.98254983,2.02903127,693290.92103392,2040.24,17635.3906,4849.9399,68.5939,18.3643,46.6781,39.2312
2015-03-12,297.80415834,293.23670807,295.36474451,80753.82466252,,,,,,,,,2.07090708,1.99615289,2.04121366,740911.02864251,2065.95,17895.2207,4893.29,68.1572,18.7627,47.491,39.4867
2015-03-13,295.51180896,286.23889508,286.23889508,113720.54618109,,,,,,,,,2.04749745,2.00986326,2.01085348,729822.08297043,2053.3999,17749.3105,4871.7598,67.9024,18.6324,47.3045,39.269
2015-03-14,286.90902777,281.5231274,282.7450854,82056.82571154,,,,,,,,,2.01455238,1.99281962,1.99715865,635023.43340735,,,,,,,
2015-03-15,287.61119852,281.82033909,286.76045405,42048.37879293,,,,,,,,,2.03340479,1.98997924,2.01445847,441942.4291903,,,,,,,
2015-03-16,294.38107437,286.61708836,291.70223947,76666.29999496,,,,,,,,,2.06299645,2.01458193,2.0342601,543495.14848452,2081.1899,17977.4199,4929.5098,68.8214,18.8623,47.6297,39.7328
2015-03-17,293.60417701,285.09293198,286.43423717,77769.99166403,,,,,,,,,2.05261047,1.97216488,1.97820165,636104.29682856,2074.28,17849.0801,4937.4302,68.5575,18.8163,47.7206,39.7423
2015-03-18,286.18789792,249.61470442,257.13375048,225336.96241633,,,,,,,,,1.98738886,1.72011988,1.7361431,1381864.289776,2099.5,18076.1895,4982.8301,70.5501,18.9236,47.8688,40.2818
2015-03-19,264.17515131,248.14711857,261.09883121,206055.83986898,,,,,,,,,1.78947969,1.63725358,1.75352402,1458383.77513909,2089.27,17959.0293,4992.3799,69.431,18.7474,48.1462,40.1682
2015-03-20,265.3774204,259.8402246,262.40872088,72097.41366189,,,,,,,,,1.79168489,1.74702432,1.76437057,459401.38221494,2108.1001,18127.6504,5026.4199,70.4454,19.0007,48.4454,40.427
2015-03-21,263.0175527,256.71189227,260.5598238,63924.09880971,,,,,,,,,1.76436166,1.72055502,1.74347754,487748.37180975,,,,,,,
2015-03-22,270.16346813,260.22625766,268.43471016,67341.19650942,,,,,,,,,1.79806287,1.7394935,1.7955507,503793.59269831,,,,,,,
2015-03-23,270.47182154,262.23994627,267.43031462,89294.37634221,,,,,,,,,1.79997306,1.74858972,1.77160865,613302.01944035,2104.4199,18116.0391,5010.9702,70.1981,18.8931,48.5414,40.427
2015-03-24,267.92645901,244.53224327,245.7279929,168780.84427237,,,,,,,,,1.77544468,1.64630999,1.64755192,1038040.26662079,2091.5,18011.1406,4994.73,69.731,18.7393,48.6374,40.2939
2015-03-25,249.65320892,236.76484498,246.4765441,143480.33802714,,,,,,,,,1.78618472,1.60935602,1.66909808,929606.09627769,2061.05,17718.5391,4876.52,70.6377,18.4394,47.8504,39.2581
2015-03-26,254.5802466,245.26424177,248.93541069,103784.81031952,,,,,,,,,1.72618475,1.66752794,1.69492976,746266.26228009,2056.1499,17678.2305,4863.3599,70.5553,18.424,47.7065,39.2866
2015-03-27,249.94363673,245.72416566,247.72262864,72994.64584904,,,,,,,,,1.69774561,1.66691509,1.69062951,555985.33992189,2061.02,17712.6602,4891.2202,69.9783,18.401,48.1,39.3151
2015-03-28,255.24377404,247.67966706,253.47063805,63741.65055516,,,,,,,,,1.71605496,1.67628864,1.70298906,434565.12603982,,,,,,,
2015-03-29,253.60315145,241.16921085,242.81756586,90272.40650322,,,,,,,,,1.7052354,1.64356113,1.65578387,618989.74454366,,,,,,,
2015-03-30,249.47618153,237.84987096,248.4737625,94166.20758828,,,,,,,,,1.6863809,1.6329413,1.665424,637097.8207486,2086.24,17976.3105,4947.4399,71.4804,18.6701,48.743,39.7903
2015-03-31,249.41481851,243.38144826,244.64394968,85260.06896471,,,,,,,,,1.67957582,1.6405171,1.65211987,583347.87702354,2067.8899,17776.1191,4900.8799,71.0591,18.5394,48.4838,39.3816
2015-04-01,247.99449135,241.34248801,247.89013557,83639.43884769,,,,,,,,,1.67644367,1.62639462,1.66403033,587595.48864291,2059.6899,17698.1797,4880.23,71.0408,18.524,48.2199,39.3246
2015-04-02,254.73964932,246.09544606,253.30995867,97638.18924665,,,,,,,,,1.69591131,1.65603793,1.67438364,635744.72296257,2066.96,17763.2402,4886.9399,71.1873,18.6163,48.5702,39.3151
2015-04-03,257.0765493,252.29607103,254.99464254,84346.79053624,,,,,,,,,1.70721035,1.67273234,1.69891263,527358.8868689,,,,,,,
2015-04-04,256.15810869,252.35647495,254.98034323,44442.10105942,,,,,,,,,1.70509551,1.67301682,1.68192645,399828.30644301,,,,,,,
2015-04-05,261.033545,253.46447465,260.88134574,68770.84238754,,,,,,,,,1.71213909,1.67389204,1.69901244,522019.97710808,,,,,,,
2015-04-06,261.98244759,254.79600992,256.17899679,73785.04430007,,,,,,,,,1.71586301,1.67295568,1.68571895,551248.07720589,2080.6201,17880.8496,4917.3198,72.4696,18.647,48.7094,39.6952
2015-04-07,256.84359964,253.39303812,254.41879025,64709.24775028,,,,,,,,,1.68889182,1.66646364,1.67173796,433842.52056532,2076.3301,17875.4199,4910.23,72.5154,18.5471,48.2871,39.6097
2015-04-08,255.39933003,243.54234392,245.35248897,113309.74077108,,,,,,,,,1.67737146,1.61139182,1.62785072,796444.52642824,2081.8999,17902.5098,4950.8198,71.9292,18.6163,48.7094,39.7332
2015-04-09,246.52967202,239.62708127,244.39353453,78575.4683414,,,,,,,,,1.63096171,1.54075949,1.58741148,691632.1273717,2091.1799,17958.7305,4974.5601,73.0833,18.6432,48.5174,39.8378
2015-04-10,244.48438779,232.92903506,236.41450335,112252.65866797,,,,,,,,,1.59132605,1.51087543,1.51943185,842150.56310708,2102.0601,18057.6504,4995.98,73.4039,18.6393,48.6758,39.9898
2015-04-11,239.80890631,234.60129979,237.10324334,62254.24160527,,,,,,,,,1.53640374,1.43069823,1.45507362,632437.19503918,,,,,,,
2015-04-12,238.24627998,234.93242858,236.6856431,46663.95564358,,,,,,,,,1.48736935,1.44863152,1.47063707,397889.14746441,,,,,,,
2015-04-13,237.46739513,222.32528199,225.20158872,131191.54455245,,,,,,,,,1.48295672,1.3638184,1.37523574,787432.54932734,2092.4299,17977.0391,4988.25,72.6711,18.7085,48.7142,39.8758
2015-04-14,225.69631387,216.52954548,219.59604949,135331.67620553,,,,,,,,,1.3882059,1.3370088,1.37751804,996024.52072296,2095.8401,18036.6992,4977.29,73.9809,18.7085,48.3015,39.7523
2015-04-15,224.54229852,219.05384502,224.54229852,92417.84240167,,,,,,,,,1.42178319,1.34115251,1.3822666,703375.13235565,2106.6299,18112.6094,5011.02,75.7487,18.7777,48.2679,40.1039
2015-04-16,230.44454136,224.56640494,228.99471476,101049.59006117,,,,,,,,,1.4272249,1.3745154,1.41975382,653974.1562729,2104.99,18105.7695,5007.79,75.5747,18.8047,48.3015,39.9613
2015-04-17,229.44694389,222.49022292,223.56963117,84404.46124976,,,,,,,,,1.43803781,1.39391885,1.41029781,637855.48952036,2081.1799,17826.3008,4931.8101,75.0251,18.5547,47.3994,39.4101
2015-04-18,224.82719525,221.87652488,224.06391442,52811.33207964,,,,,,,,,1.42495202,1.3866748,1.41089954,454008.32694086,,,,,,,
2015-04-19,226.95514231,222.54854003,222.78749195,61648.48734231,,,,,,,,,1.42647938,1.37600725,1.38886369,591630.21495837,,,,,,,
2015-04-20,226.636823,222.10698185,225.64489414,72942.56000955,,,,,,,,,1.41373486,1.37636111,1.40930331,570707.37967403,2100.3999,18034.9297,4994.6001,75.3091,18.6316,47.836,40.0849
2015-04-21,235.01313402,225.50202451,235.01313402,97907.84627552,,,,,,,,,1.43295659,1.39381198,1.42312654,587766.06051605,2097.29,17949.5898,5014.1001,74.5122,18.5394,47.9368,40.0659
2015-04-22,238.76599491,234.15297859,234.9643852,93904.89435543,,,,,,,,,1.47760636,1.42087293,1.45560381,627765.61524581,2107.96,18038.2695,5035.1699,75.0068,18.6701,48.052,40.4745
2015-04-23,237.55941812,234.22226642,237.55941812,64519.32773319,,,,,,,,,1.46471105,1.43977224,1.46130301,375134.36360877,2112.9299,18058.6895,5056.0601,75.5197,18.7008,48.3687,40.6361
2015-04-24,237.24933609,230.67484907,231.93384066,87207.17171737,,,,,,,,,1.46615707,1.41557086,1.41899405,597855.22752702,2117.6899,18080.1406,5092.0801,75.0892,18.6701,48.455,40.9877
2015-04-25,233.20461048,226.71139913,226.71139913,56078.68440873,,,,,,,,,1.42767894,1.39452559,1.40199141,511787.81835272,,,,,,,
2015-04-26,227.31808272,215.25368342,219.53726681,122305.63667901,,,,,,,,,1.40257136,1.30214945,1.31694805,784073.59893915,,,,,,,
2015-04-27,233.31375329,218.3140592,230.17123537,159586.15495713,,,,,,,,,1.39436761,1.3169501,1.38267197,818387.41103302,2108.9199,18037.9707,5060.25,75.0068,18.6009,47.9368,41.1017
2015-04-28,229.86278281,223.59526186,226.46666004,88192.57599988,,,,,,,,,1.3878742,1.34935117,1.36177033,554287.19727738,2114.76,18110.1406,5055.4199,75.3823,18.7085,47.7593,41.2348
2015-04-29,227.57673612,224.28090774,226.60723413,76845.83655676,,,,,,,,,1.3965074,1.346555,1.36978724,747455.85404894,2106.8501,18035.5293,5023.6401,75.9686,18.7008,46.8332,41.0352
2015-04-30,239.66149671,225.82490324,236.52818251,133691.06295515,,,,,,,,,1.44745943,1.36261799,1.43560799,919219.70799679,2085.51,17840.5195,4941.4199,75.7304,18.5547,46.4157,40.465
2015-05-01,239.29365026,233.01401435,233.01401435,74854.81963726,,,,,,,,,1.44453469,1.40400379,1.40444183,662338.88017259,2108.29,18024.0605,5005.3901,75.9044,18.7162,47.1211,40.9592
2015-05-02,236.99974941,233.07447105,235.9707647,48714.47024035,,,,,,,,,1.42360905,1.40334165,1.41818667,415320.38368694,,,,,,,
2015-05-03,244.1723285,235.12017535,240.97892231,68801.68333582,,,,,,,,,1.44841246,1.40981068,1.43036216,830849.08531629,,,,,,,
2015-05-04,243.38834484,238.36631348,239.79765022,82107.52730653,,,,,,,,,1.4489939,1.40242857,1.40466773,789550.84803185,2114.49,18070.4004,5016.9302,75.7121,18.9008,47.289,40.9972
2015-05-05,240.10450572,233.02245939,237.03743575,94126.30631575,,,,,,,,,1.41898007,1.38577916,1.40278538,671223.41124792,2089.46,17928.1992,4939.3301,74.7774,18.7316,46.6844,40.3605
2015-05-06,237.27810486,229.62255433,230.06390056,120530.44817128,,,,,,,,,1.4121316,1.38405966,1.38733854,520007.02893759,2080.1499,17841.9805,4919.6401,74.4847,18.6393,46.6556,40.0183
2015-05-07,239.52898539,229.11307854,237.71350682,111127.10509604,,,,,,,,,1.49330137,1.38154882,1.45620764,759347.85746258,2088.0,17924.0605,4945.54,73.6787,18.77,47.1882,40.3129
2015-05-08,246.97198845,236.74916289,244.52655861,104988.47026273,,,,,,,,,1.49742566,1.43989779,1.47964484,699884.02881116,2116.1001,18191.1094,5003.5498,74.8877,19.0392,47.5865,40.8926
2015-05-09,248.39146004,240.20649515,242.44682237,76390.44677689,,,,,,,,,1.49378161,1.43827181,1.44798708,663178.06744705,,,,,,,
2015-05-10,245.30350187,239.74057268,241.02262225,56363.31637202,,,,,,,,,1.45423986,1.42299013,1.43801793,470592.9602417,,,,,,,
2015-05-11,244.75502265,240.03204682,242.85280137,78586.43207715,,,,,,,,,1.45061875,1.43148552,1.44223667,360934.56835901,2105.3301,18105.1699,4993.5698,73.4772,18.97,47.5721,40.6836
2015-05-12,243.84532303,240.9363642,241.92641433,71336.26028169,,,,,,,,,1.45722864,1.42898415,1.44396739,255911.42369797,2099.1201,18068.2305,4976.1899,73.8161,18.9008,47.3082,40.465
2015-05-13,245.32174513,235.71152859,237.1377477,103050.84698978,,,,,,,,,1.48123283,1.44222529,1.4467952,616271.09127104,2098.48,18060.4902,4981.6899,73.6237,18.9085,47.1691,40.6361
2015-05-14,238.30582542,233.82849083,237.56019908,94989.88030994,,,,,,,,,1.45140047,1.4373651,1.44522885,438968.60621392,2121.1001,18252.2402,5050.7998,73.5963,19.0776,46.8572,41.2918
2015-05-15,239.35705851,237.18347206,238.37099054,61610.83641052,,,,,,,,,1.45508844,1.44351796,1.45325571,257539.7672953,2122.73,18272.5605,5048.29,73.8894,18.993,47.3322,41.1587
2015-05-16,239.53723297,236.56802234,237.28134737,40193.68795839,,,,,,,,,1.45692336,1.44823056,1.45052308,239635.48514855,,,,,,,
2015-05-17,239.07350456,236.92608156,237.30894087,40681.03155414,,,,,,,,,1.46140825,1.4494804,1.4540984,189848.03034344,,,,,,,
2015-05-18,237.61465779,233.21802408,234.12950694,63266.94229748,,,,,,,,,1.46498477,1.44135992,1.44888222,225493.83348767,2129.2,18298.8809,5078.4399,73.9535,19.1007,47.7977,41.3583
2015-05-19,235.10808192,232.86412398,233.31309785,51127.26594898,,,,,,,,,1.45874112,1.44230592,1.45682739,178396.91172682,2127.8301,18312.3906,5070.0298,72.9001,19.2083,47.4714,41.2538
2015-05-20,235.69040869,233.23421418,235.08157767,58113.01558368,,,,,,,,,1.45958989,1.44809119,1.4565173,372923.70895164,2125.8501,18285.4004,5071.7402,73.0375,19.1545,47.5049,41.2823
2015-05-21,237.35992317,234.99049384,236.25577186,54699.03294934,,,,,,,,,1.48500873,1.44398317,1.47691408,447563.10747345,2130.8201,18285.7402,5090.79,73.7245,19.1084,47.7641,41.4628
2015-05-22,241.62117314,236.14566986,240.95723707,95812.98193716,,,,,,,,,1.8865323,1.47608521,1.83520066,968543.2136854,2126.0601,18232.0195,5089.3599,73.4589,19.1161,47.6201,41.4343
2015-05-23,241.82682455,239.69565226,240.03804135,46967.32098844,,,,,,,,,1.90494523,1.76486731,1.78637872,549570.91000822,,,,,,,
2015-05-24,242.87887001,239.86433871,241.82987458,39054.02383339,,,,,,,,,1.84191373,1.78625972,1.8233322,379582.96073563,,,,,,,
2015-05-25,241.89077046,237.34815295,237.95413007,50898.93518363,,,,,,,,,1.83726182,1.78268986,1.80245424,387613.23241452,,,,,,,
2015-05-26,238.88328459,236.37661448,238.17288252,58807.83308816,,,,,,,,,1.81705748,1.78418473,1.81583445,388839.74332127,2104.2,18041.5391,5032.75,72.2956,18.9008,47.0971,40.8356
